date,total assets
2021-03-28 23:59:59,269839.07840884366
2021-03-29 23:59:59,278095.89099085826
2021-03-30 23:59:59,281170.81244124897
2021-03-31 23:59:59,281884.82747217466
2021-04-01 23:59:59,287607.5172193745
2021-04-02 23:59:59,294640.4853872741
2021-04-03 23:59:59,287495.0071722191
2021-04-04 23:59:59,298997.31460383645
2021-04-05 23:59:59,324304.4470297631
2021-04-06 23:59:59,344934.43497331266
2021-04-07 23:59:59,315600.7791618733
2021-04-08 23:59:59,337635.28546533297
2021-04-09 23:59:59,335339.267478446
2021-04-10 23:59:59,368003.6919079499
2021-04-11 23:59:59,383177.8535158654
2021-04-12 23:59:59,374671.7666256448
2021-04-13 23:59:59,411033.55442293274
2021-04-14 23:59:59,426414.8101618547
2021-04-15 23:59:59,449135.800541033
2021-04-16 23:59:59,474009.91550396243
2021-04-17 23:59:59,456654.280270401
2021-04-18 23:59:59,432080.08613122447
2021-04-19 23:59:59,444630.1780951355
2021-04-20 23:59:59,449664.7837766553
2021-04-21 23:59:59,438576.6892817861
2021-04-22 23:59:59,415961.52487882465
2021-04-23 23:59:59,408720.0455325618
2021-04-24 23:59:59,394699.274147869
2021-04-25 23:59:59,390631.42352659465
2021-04-26 23:59:59,440988.9930182366
2021-04-27 23:59:59,456663.90996520326
2021-04-28 23:59:59,467618.32943764847
2021-04-29 23:59:59,465854.5152047904
2021-04-30 23:59:59,488703.5735604246
2021-05-01 23:59:59,502164.12645332696
2021-05-02 23:59:59,491162.4373014366
2021-05-03 23:59:59,516240.2657641874
2021-05-04 23:59:59,498071.7248647856
2021-05-05 23:59:59,556314.0384314301
2021-05-06 23:59:59,556892.4645952904
2021-05-07 23:59:59,571824.8627903225
2021-05-08 23:59:59,574122.2457372632
2021-05-09 23:59:59,564932.2098302873
2021-05-10 23:59:59,530282.4699609344
2021-05-11 23:59:59,558027.6211137197
2021-05-12 23:59:59,482629.99631559115
2021-05-13 23:59:59,522450.24151083786
2021-05-14 23:59:59,544804.0697137963
2021-05-15 23:59:59,523137.33690637274
2021-05-16 23:59:59,527289.1975216718
2021-05-17 23:59:59,495973.6564938603
2021-05-18 23:59:59,504690.3867778129
2021-05-19 23:59:59,390748.87890254165
2021-05-20 23:59:59,458423.9687252669
2021-05-21 23:59:59,412884.5811095002
2021-05-22 23:59:59,392868.7009831187
2021-05-23 23:59:59,359282.6826572106
2021-05-24 23:59:59,419389.7054957008
2021-05-25 23:59:59,414613.9470815033
2021-05-26 23:59:59,431702.30150133086
2021-05-27 23:59:59,413085.93677339924
2021-05-28 23:59:59,387924.90915700456
2021-05-29 23:59:59,372717.8002071037
2021-05-30 23:59:59,385373.2089767378
2021-05-31 23:59:59,414999.1987756994
2021-06-01 23:59:59,412221.3421357649
2021-06-02 23:59:59,426098.07026551315
2021-06-03 23:59:59,435579.1377266574
2021-06-04 23:59:59,411096.50518256857
2021-06-05 23:59:59,395029.2895787761
2021-06-06 23:59:59,403499.88786186464
2021-06-07 23:59:59,378696.32903102186
2021-06-08 23:59:59,377583.23578823905
2021-06-09 23:59:59,398037.1992801945
2021-06-10 23:59:59,384166.8852406125
2021-06-11 23:59:59,372937.8712721933
2021-06-12 23:59:59,369465.00506134535
2021-06-13 23:59:59,385992.1600509742
2021-06-14 23:59:59,392565.58886683255
2021-06-15 23:59:59,396029.2225189931
2021-06-16 23:59:59,375707.4281521344
2021-06-17 23:59:59,378755.5459643267
2021-06-18 23:59:59,363195.70116725605
2021-06-19 23:59:59,358949.04386212357
2021-06-20 23:59:59,359880.0735762632
2021-06-21 23:59:59,287008.8243576614
2021-06-22 23:59:59,282036.2594474207
2021-06-23 23:59:59,309520.7460007679
2021-06-24 23:59:59,321533.40087896487
2021-06-25 23:59:59,297053.9701438028
2021-06-26 23:59:59,300721.53374600416
2021-06-27 23:59:59,315892.42614530097
2021-06-28 23:59:59,320204.07545505266
2021-06-29 23:59:59,334344.53502681665
2021-06-30 23:59:59,336601.8341391985
2021-07-01 23:59:59,322279.4592132047
2021-07-02 23:59:59,322515.0533704184
2021-07-03 23:59:59,328072.0360449968
2021-07-04 23:59:59,334873.0895581941
2021-07-05 23:59:59,320896.23194975546
