date,total assets
2020-12-17 23:59:59,100000.0
2020-12-18 23:59:59,101608.63107607307
2020-12-19 23:59:59,101817.93797382154
2020-12-20 23:59:59,101417.37497678226
2020-12-21 23:59:59,98634.94791660154
2020-12-22 23:59:59,99510.2430037071
2020-12-23 23:59:59,84923.82324230815
2020-12-24 23:59:59,92833.85772869784
2020-12-25 23:59:59,93360.66215268415
2020-12-26 23:59:59,93863.82823340816
2020-12-27 23:59:59,93326.63550833485
2020-12-28 23:59:59,94361.56485003262
2020-12-29 23:59:59,91477.62297957625
2020-12-30 23:59:59,91705.17344824951
2020-12-31 23:59:59,91471.78153971552
2021-01-01 23:59:59,92612.10167839967
2021-01-02 23:59:59,101044.24988750291
2021-01-03 23:59:59,105777.62508593038
2021-01-04 23:59:59,107093.27533861331
2021-01-05 23:59:59,109990.79388343575
2021-01-06 23:59:59,131467.74837147273
2021-01-07 23:59:59,131319.66394800495
2021-01-08 23:59:59,130784.53474760681
2021-01-09 23:59:59,133878.86571024422
2021-01-10 23:59:59,137233.6218342798
2021-01-11 23:59:59,128869.83545736512
2021-01-12 23:59:59,126663.64118227159
2021-01-13 23:59:59,134790.796043488
2021-01-14 23:59:59,135379.30148414455
2021-01-15 23:59:59,129297.48070997461
2021-01-16 23:59:59,130854.80225788702
2021-01-17 23:59:59,131727.01052736712
2021-01-18 23:59:59,135266.0045627851
2021-01-19 23:59:59,136918.4100552498
2021-01-20 23:59:59,135737.985891942
2021-01-21 23:59:59,122600.44728177885
2021-01-22 23:59:59,127302.25939337944
2021-01-23 23:59:59,127077.06106523926
2021-01-24 23:59:59,129181.41261228257
2021-01-25 23:59:59,127480.46505172923
2021-01-26 23:59:59,128114.91049787147
2021-01-27 23:59:59,119779.11110242047
2021-01-28 23:59:59,182481.7212006251
2021-01-29 23:59:59,191350.39634187095
2021-01-30 23:59:59,200976.54718837005
2021-01-31 23:59:59,202294.56421680833
2021-02-01 23:59:59,204342.49446680176
2021-02-02 23:59:59,210860.58992785198
2021-02-03 23:59:59,223396.98086570733
2021-02-04 23:59:59,221982.75548151287
2021-02-05 23:59:59,227136.97929303953
2021-02-06 23:59:59,231505.70352366866
2021-02-07 23:59:59,241949.489156805
2021-02-08 23:59:59,254036.96543630742
2021-02-09 23:59:59,256873.53902940484
