date,total assets
2020-12-17 23:59:59,100000.0
2020-12-18 23:59:59,102245.85388438005
2020-12-19 23:59:59,104195.38345462136
2020-12-20 23:59:59,105286.57315969604
2020-12-21 23:59:59,101196.59666515923
2020-12-22 23:59:59,102043.7253545482
2020-12-23 23:59:59,87488.15892133574
2020-12-24 23:59:59,97973.14977792
2020-12-25 23:59:59,98449.28235242062
2020-12-26 23:59:59,98009.59103954033
2020-12-27 23:59:59,97387.87844184539
2020-12-28 23:59:59,98252.83617041426
2020-12-29 23:59:59,95876.95430310842
2020-12-30 23:59:59,95457.84566305722
2020-12-31 23:59:59,95578.50715793124
2021-01-01 23:59:59,96784.50006373729
2021-01-02 23:59:59,103696.85764152936
2021-01-03 23:59:59,109762.00975461034
2021-01-04 23:59:59,114873.17454566539
2021-01-05 23:59:59,118136.67481920864
2021-01-06 23:59:59,137416.2874212884
2021-01-07 23:59:59,140497.47839201722
2021-01-08 23:59:59,139160.06582224934
2021-01-09 23:59:59,141413.47801205426
2021-01-10 23:59:59,139347.15905137677
2021-01-11 23:59:59,128822.51382485246
2021-01-12 23:59:59,127043.64552470356
2021-01-13 23:59:59,134853.68103908683
2021-01-14 23:59:59,136907.86257127125
2021-01-15 23:59:59,131170.79751435787
2021-01-16 23:59:59,131875.5647420411
2021-01-17 23:59:59,132040.55342258612
2021-01-18 23:59:59,135268.547678474
2021-01-19 23:59:59,137486.5169502521
2021-01-20 23:59:59,135610.42057400758
2021-01-21 23:59:59,119161.64817956123
2021-01-22 23:59:59,124403.17072287634
2021-01-23 23:59:59,124568.25068620752
2021-01-24 23:59:59,126899.56486838106
2021-01-25 23:59:59,124968.71086461305
2021-01-26 23:59:59,125570.36761861519
2021-01-27 23:59:59,116061.05033189556
2021-01-28 23:59:59,144411.05378344705
2021-01-29 23:59:59,150517.39087273073
2021-01-30 23:59:59,153095.45457524923
2021-01-31 23:59:59,154061.19981551383
2021-02-01 23:59:59,156195.48770224713
2021-02-02 23:59:59,161304.17825169433
2021-02-03 23:59:59,169992.8237877632
2021-02-04 23:59:59,172381.47438132294
2021-02-05 23:59:59,175613.73023598813
2021-02-06 23:59:59,181262.92637604976
2021-02-07 23:59:59,184808.89406025733
2021-02-08 23:59:59,194214.06281189818
2021-02-09 23:59:59,196950.0883399995
2021-02-10 23:59:59,201959.57753148387
2021-02-11 23:59:59,209148.48552420322
2021-02-12 23:59:59,221716.4395448131
2021-02-13 23:59:59,228574.92716457887
