date,total assets
2021-02-14 23:59:59,218688.0850242602
2021-02-15 23:59:59,212434.79203084143
2021-02-16 23:59:59,210156.6439145092
2021-02-17 23:59:59,221656.67392481648
2021-02-18 23:59:59,223381.69411656406
2021-02-19 23:59:59,235384.44979530448
2021-02-20 23:59:59,226833.1682565772
2021-02-21 23:59:59,230786.81644166
2021-02-22 23:59:59,227009.9282389754
2021-02-23 23:59:59,201926.06374736255
2021-02-24 23:59:59,208876.70039113058
2021-02-25 23:59:59,198858.9631087937
2021-02-26 23:59:59,198828.81470452147
2021-02-27 23:59:59,206112.51200006675
2021-02-28 23:59:59,201939.0676758874
2021-03-01 23:59:59,213926.55499600837
2021-03-02 23:59:59,214519.83592366113
2021-03-03 23:59:59,220041.7254070377
2021-03-04 23:59:59,217628.66931579568
2021-03-05 23:59:59,216488.04311352255
2021-03-06 23:59:59,220168.68185657286
2021-03-07 23:59:59,224681.74209633074
2021-03-08 23:59:59,229211.93676908847
2021-03-09 23:59:59,233880.95038078478
2021-03-10 23:59:59,228724.94925019008
2021-03-11 23:59:59,228460.13195770595
2021-03-12 23:59:59,218993.25237767765
2021-03-13 23:59:59,227849.42631043747
2021-03-14 23:59:59,219623.62098163893
2021-03-15 23:59:59,215204.64819986554
2021-03-16 23:59:59,220029.9176954517
2021-03-17 23:59:59,223330.69386980418
2021-03-18 23:59:59,218788.14490354934
2021-03-19 23:59:59,220254.14611584553
2021-03-20 23:59:59,224556.0122594969
2021-03-21 23:59:59,221414.2815840991
2021-03-22 23:59:59,216174.2058723394
2021-03-23 23:59:59,215634.8855211368
2021-03-24 23:59:59,207093.63129083614
2021-03-25 23:59:59,206485.98944220235
2021-03-26 23:59:59,218787.3230271502
2021-03-27 23:59:59,218590.96560744624
2021-03-28 23:59:59,221731.41824887454
2021-03-29 23:59:59,225781.53141666122
2021-03-30 23:59:59,228671.4398616607
2021-03-31 23:59:59,228875.38814762724
2021-04-01 23:59:59,235476.7684033089
2021-04-02 23:59:59,239895.88872900826
2021-04-03 23:59:59,233911.06593256225
2021-04-04 23:59:59,242470.71525490566
2021-04-05 23:59:59,256545.2690609753
2021-04-06 23:59:59,265783.15979537036
2021-04-07 23:59:59,247022.31275544304
2021-04-08 23:59:59,258855.2049696929
2021-04-09 23:59:59,255242.59750542702
2021-04-10 23:59:59,269256.14581292454
2021-04-11 23:59:59,282204.70211795816
2021-04-12 23:59:59,278007.1811868288
2021-04-13 23:59:59,295182.4825443622
2021-04-14 23:59:59,301642.12922974327
2021-04-15 23:59:59,328602.42778085737
2021-04-16 23:59:59,345909.12970102555
2021-04-17 23:59:59,338305.8636948833
2021-04-18 23:59:59,322521.5984998344
2021-04-19 23:59:59,314895.4198466685
2021-04-20 23:59:59,320628.0609106585
2021-04-21 23:59:59,312701.70769427775
2021-04-22 23:59:59,294892.71414090734
2021-04-23 23:59:59,291728.88218428585
2021-04-24 23:59:59,291248.7442777694
2021-04-25 23:59:59,286819.1021642326
2021-04-26 23:59:59,322584.23830249504
2021-04-27 23:59:59,335670.458601308
2021-04-28 23:59:59,342269.91623484314
2021-04-29 23:59:59,340125.742184411
2021-04-30 23:59:59,358196.1875846985
2021-05-01 23:59:59,372301.64939708915
2021-05-02 23:59:59,364209.2415426102
2021-05-03 23:59:59,380681.80858282454
2021-05-04 23:59:59,376526.9119418591
2021-05-05 23:59:59,420831.7730461359
2021-05-06 23:59:59,419646.79904140247
2021-05-07 23:59:59,428980.6748430576
2021-05-08 23:59:59,430704.56361159903
2021-05-09 23:59:59,430933.78577937896
2021-05-10 23:59:59,404289.6936216305
2021-05-11 23:59:59,423907.13790781796
2021-05-12 23:59:59,366914.41668564605
2021-05-13 23:59:59,390016.3533790892
2021-05-14 23:59:59,409272.90729682735
2021-05-15 23:59:59,388674.82175731665
2021-05-16 23:59:59,388500.06589517737
2021-05-17 23:59:59,359750.41819575516
2021-05-18 23:59:59,366063.26103560824
2021-05-19 23:59:59,284925.8036768439
2021-05-20 23:59:59,323966.6235924381
2021-05-21 23:59:59,289923.19241382217
2021-05-22 23:59:59,274839.8184720114
2021-05-23 23:59:59,249362.9526814625
2021-05-24 23:59:59,289560.3383836543
2021-05-25 23:59:59,286036.0866748207
2021-05-26 23:59:59,302942.8864156463
2021-05-27 23:59:59,290645.7113632851
2021-05-28 23:59:59,274500.428582249
2021-05-29 23:59:59,260685.15498274294
2021-05-30 23:59:59,271075.4060777399
2021-05-31 23:59:59,292602.45519471593
2021-06-01 23:59:59,290038.8205965518
2021-06-02 23:59:59,302662.74002433167
2021-06-03 23:59:59,311864.37168139016
2021-06-04 23:59:59,291678.0938952586
2021-06-05 23:59:59,283165.80142247025
2021-06-06 23:59:59,288249.8641726496
2021-06-07 23:59:59,272546.37851743825
2021-06-08 23:59:59,270760.8551801579
2021-06-09 23:59:59,282537.0296180722
2021-06-10 23:59:59,272087.3575720118
2021-06-11 23:59:59,264769.6516385627
2021-06-12 23:59:59,259215.71017548966
2021-06-13 23:59:59,274953.4942838321
2021-06-14 23:59:59,279110.6455649795
2021-06-15 23:59:59,283272.4492051371
2021-06-16 23:59:59,267894.918859222
2021-06-17 23:59:59,268238.57217524206
2021-06-18 23:59:59,254948.06563842762
2021-06-19 23:59:59,250522.63983032183
2021-06-20 23:59:59,251521.46521484153
2021-06-21 23:59:59,208863.39240231834
2021-06-22 23:59:59,202537.655743348
2021-06-23 23:59:59,217163.69169087498
2021-06-24 23:59:59,227262.29606082477
2021-06-25 23:59:59,210008.59031392774
2021-06-26 23:59:59,212573.86381954383
2021-06-27 23:59:59,222060.88837514244
2021-06-28 23:59:59,224351.77018507375
2021-06-29 23:59:59,233908.58221359114
2021-06-30 23:59:59,235437.68315792407
2021-07-01 23:59:59,226832.862192752
2021-07-02 23:59:59,226731.65258851397
2021-07-03 23:59:59,230562.08175102674
2021-07-04 23:59:59,235150.65966857658
2021-07-05 23:59:59,225640.72265553314
