date,total assets
2020-12-17 23:59:59,100000.0
2020-12-18 23:59:59,102783.17183456072
2020-12-19 23:59:59,104087.8624550742
2020-12-20 23:59:59,102812.89377054572
2020-12-21 23:59:59,98897.16466254782
2020-12-22 23:59:59,100993.42719589248
2020-12-23 23:59:59,91524.38429649174
2020-12-24 23:59:59,99626.12858277645
2020-12-25 23:59:59,100490.76757211816
2020-12-26 23:59:59,100976.75595924146
2020-12-27 23:59:59,100052.83736669795
2020-12-28 23:59:59,100745.91916109697
2020-12-29 23:59:59,98018.13782226124
2020-12-30 23:59:59,97677.95148584657
2020-12-31 23:59:59,97249.87259941561
2021-01-01 23:59:59,99615.81184323072
2021-01-02 23:59:59,111411.87850512413
2021-01-03 23:59:59,113972.03782565637
2021-01-04 23:59:59,115988.34161219766
2021-01-05 23:59:59,119568.71095543478
2021-01-06 23:59:59,134795.5526271304
2021-01-07 23:59:59,143313.88118890443
2021-01-08 23:59:59,142834.98103848068
2021-01-09 23:59:59,145581.99353395638
2021-01-10 23:59:59,143079.36042385397
2021-01-11 23:59:59,128369.92373121784
2021-01-12 23:59:59,125568.78537401011
2021-01-13 23:59:59,134901.3599515345
2021-01-14 23:59:59,135473.41720419875
2021-01-15 23:59:59,130250.88580566071
2021-01-16 23:59:59,130154.60733304743
2021-01-17 23:59:59,130438.40619318152
2021-01-18 23:59:59,133520.2850364383
2021-01-19 23:59:59,134913.41420593736
2021-01-20 23:59:59,133278.1439727205
2021-01-21 23:59:59,120369.73387898668
2021-01-22 23:59:59,124343.03727426004
2021-01-23 23:59:59,123966.34531886454
2021-01-24 23:59:59,127218.42538373715
2021-01-25 23:59:59,125301.08135661871
2021-01-26 23:59:59,127138.46748674067
2021-01-27 23:59:59,118556.8420594939
2021-01-28 23:59:59,155837.467708496
2021-01-29 23:59:59,168852.52388098915
2021-01-30 23:59:59,170993.34964376572
2021-01-31 23:59:59,171625.6213454455
2021-02-01 23:59:59,170428.30043703152
2021-02-02 23:59:59,175577.1719007496
2021-02-03 23:59:59,186324.39960059145
2021-02-04 23:59:59,200190.21110346683
2021-02-05 23:59:59,207996.005022309
2021-02-06 23:59:59,212400.08856199376
2021-02-07 23:59:59,216753.79438465528
2021-02-08 23:59:59,229678.14051423687
2021-02-09 23:59:59,232735.8363478565
2021-02-10 23:59:59,237555.5014550568
2021-02-11 23:59:59,249001.79821315795
2021-02-12 23:59:59,261686.3712124206
2021-02-13 23:59:59,272853.4615789759
2021-02-14 23:59:59,264910.790349605
2021-02-15 23:59:59,258268.5559185066
2021-02-16 23:59:59,253955.70056224518
2021-02-17 23:59:59,266268.45178676595
2021-02-18 23:59:59,277088.8570586011
2021-02-19 23:59:59,283798.0057027303
2021-02-20 23:59:59,275440.94710400724
2021-02-21 23:59:59,280628.8357006027
2021-02-22 23:59:59,273462.53049049736
2021-02-23 23:59:59,241920.88752042677
2021-02-24 23:59:59,249954.80672515804
2021-02-25 23:59:59,235368.2925832983
2021-02-26 23:59:59,234193.00792868988
2021-02-27 23:59:59,239219.6322312815
2021-02-28 23:59:59,235080.2404850821
2021-03-01 23:59:59,249268.29957389273
2021-03-02 23:59:59,245985.56472847133
2021-03-03 23:59:59,250893.1363735615
2021-03-04 23:59:59,248417.34305040314
2021-03-05 23:59:59,246309.78385952086
2021-03-06 23:59:59,249299.8333607344
2021-03-07 23:59:59,253362.83381961755
2021-03-08 23:59:59,262941.07507248333
