,daily_return,total assets
0,0.0,100000.0
1,0.0031231709129693626,100312.31709129694
2,0.010360089799251852,101351.5617043338
3,0.005949777514398248,101954.58094721139
4,0.0014583061127566067,102103.26193583025
5,-0.0020142631420029694,101897.59909863463
6,0.0003318541465786792,101931.41423942192
7,0.0007257239986124627,102005.38831294798
8,0.001828136266942089,102191.86806274639
9,-0.007989049946270702,101375.4521246904
10,0.0034525924125751793,101725.46024151749
11,0.006038626690794697,102339.74232086529
12,-0.00263384097191421,102070.19571448545
13,-0.004654966412298037,101595.06238173784
14,-0.000752836511593863,101518.57790937921
15,-0.0006658750942387986,101450.97921674681
16,-0.014044885849450527,100026.11179433262
17,0.01092655553628841,101119.0526599324
18,-0.018884040255086124,99209.51639894606
19,0.00426754077004889,99632.89705495539
20,0.012231626554260563,100851.5694442507
21,-0.0010022027673830688,100750.49572225874
22,0.011947486260619224,101954.210885651
23,0.0034168115393349457,102302.56920988888
24,0.009833248201494475,103308.53576458029
25,-0.0029276534405981345,103006.08417440596
26,0.0017727473624362996,103188.68793844103
27,-0.0018577608563465375,102996.98803317123
28,0.0015763750714697532,103159.3499175432
29,-0.0006822945706053058,103088.96485318728
30,0.003983282215883076,103499.59729354078
31,-0.0015047318304896155,103343.85815505033
32,-0.002079403778143236,103128.96454595482
33,0.0012310609112136425,103255.92258302128
34,-0.0018631976389749416,103063.53639185442
35,0.010046678080884648,104098.98256386092
36,-0.014263041069084697,102614.21450030264
37,-0.01675934022205758,100894.46796787287
38,0.018830261782295243,102794.33721209332
39,-0.005028951973163919,102277.38942714049
40,-0.004684754572801885,101798.24495932745
41,-0.011762544050649514,100600.83861871455
42,0.017008652581328127,102311.92333217053
43,0.011017668731322526,103439.16221070885
44,0.0005167871888868047,103492.61824456853
45,0.01309718658091999,104848.08037546556
46,0.004708388876365642,105341.7459108137
47,0.006279518618749613,106003.24136559224
48,0.007061593547179066,106751.79317079957
49,-0.002740414585751277,106459.24899973921
50,0.0019192457200348974,106663.57045774009
51,-0.006298337198437358,105991.76732420796
52,-0.0050398810963594165,105457.58141970096
53,0.004563037843611741,105938.78835461482
54,-0.010370846118062155,104840.11348265516
55,0.00037295954859282245,104879.21460405407
56,0.005293784513292104,105434.42256609125
57,0.014373595260624383,106949.89428259389
58,0.0038531272477931437,107361.98583440275
59,-0.005684731097653229,106751.66181482411
60,-0.002666188120736938,106467.0418022245
61,0.00485057830063528,106983.4685249232
62,0.011383091332035293,108201.27111816032
63,-0.0021947098717362773,107963.80072030288
64,0.00036661247101717735,108003.38159606536
65,0.00028721753814563427,108034.40206143878
66,0.006021400553401743,108684.92046979796
67,-0.003977468126576449,108252.62966278984
68,-0.0022621221082590164,108007.74899595247
69,0.00031229908068807275,108041.47971667109
70,0.004882819450331985,108569.0267552743
71,0.0034407541183953914,108942.58608121269
72,-0.00374937138718693,108534.11986611364
73,-0.004910507778441856,108001.16222628475
74,0.007073327004509942,108765.08976357839
75,-0.008817950236027158,107806.00461462613
76,0.002355522429798464,108059.94407656284
77,-0.003221833049953033,107711.79297736089
78,-0.001035830196388407,107600.2218496878
79,-0.001716251194334179,107415.55284042766
80,0.006975438134185961,108164.82338391544
81,-0.0033434088461083687,107803.18415657591
82,0.00643394193834411,108496.78358420794
83,-0.0015314088463052955,108330.63065003141
84,0.002947567853040901,108649.94253443509
85,0.007770910808677499,109494.25154723812
86,0.005976481525626035,110148.64191877244
87,-0.0022393309443356213,109901.98265644719
88,-0.012341202235839928,108545.6600623642
89,-0.01790230457091417,106602.44259607684
90,0.011350663150139786,107812.45101296702
91,0.009973077898046724,108887.67298529869
92,0.0002953711039057304,108919.83525747008
93,-0.00787776382230105,108061.7905197478
94,-0.005125076839409566,107507.96553992991
95,0.00479344911779968,108023.29950250372
96,0.00016200627051695464,108040.79995438506
97,0.006255599925221483,108716.65997450058
98,-0.0029008308010107777,108401.29133866353
99,5.880212507275091e-05,108407.66556495488
100,0.002942218855498801,108726.6246426607
101,0.0009758445102576031,108832.72492243708
102,-0.000832710045861007,108742.09881907573
103,0.0015111503732081152,108906.42448228961
104,0.0007641655561906439,108989.64702072686
105,0.00573839065593596,109615.07219278436
106,-0.004829694250302047,109085.66490886842
107,-0.0021759594429893473,108848.2989262152
108,-0.005086902778960413,108294.59821192232
109,0.004166229169630068,108745.7783259062
110,0.00046388378325923466,108796.22372896949
111,-0.003411693562684149,108425.04435282902
112,-0.002487990530973659,108155.28386915878
113,-0.009132534962218487,107167.55195787502
114,-0.007046582640331348,106412.38694664185
115,-0.016078815147115302,104701.4018475635
116,0.015512629253632957,106325.59587676039
117,0.0006415393736691881,106393.80793294417
118,-0.004060638391806451,105961.78115180117
119,0.006289851316786255,106628.26500050785
120,0.005098679183064596,107171.92831559223
121,-0.005193258224247943,106615.35681745877
122,-0.0008995615439977908,106519.44974246618
123,0.004454257143666367,106993.91476242097
124,0.003350648549294412,107352.41376770301
125,0.0025952205536534426,107631.01695839726
126,-0.006365440113761371,106945.89816556535
127,0.001966779153289477,107156.2371286072
128,-0.007062304906567752,106399.4671093645
129,0.009678864470002439,107429.29313119652
130,0.0012242313419910304,107560.81143889567
131,-0.00387481615827438,107144.03306873514
132,0.001141323011635342,107266.3190192359
133,-0.00014484962469589238,107250.78153318346
134,-0.01089694849418922,106082.07529085482
135,-0.020821098390502165,103873.32996375527
136,0.01139307571283661,105056.7666765768
137,0.009171245268856808,106020.26805092074
138,-0.0018723541387755537,105821.7605632415
139,0.0027409902280055723,106111.8169748557
140,0.0035327082811818385,106486.67906941402
